
"112062","@DangiRajbir good morning <U+263A><U+FE0F> <ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+00BB>",0,FALSE,FALSE,"806700545234735104","DangiRajbir","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Thu Dec 08 03:22:52 +0000 2016","806688239734034432","1665590574","en",43,FALSE,"NEW DELHI","2984416891","Ex.RBI OFFICER.....DIE HARD CONGRESS WALI...GREAT GREAT FAN OF INDIRA GANDHI AND NOW PRIYANKA   NO DM PL A REQUEST..",TRUE,"Thu Jan 15 17:09:17 +0000 2015",47245,3591,44677,FALSE,NA,"ashagawri 1",NA,"en",NA,1197,"ashagawri1","IN","India","city","New Delhi, India",NA,NA,28.6384895,77.095086,NA,NA,NA,NA
"112098","Good morning Seattle!  #seattle #kerrypark #queenanne #emeraldcity https://t.co/q0Zj2dqdRq",0,FALSE,FALSE,"806700588599648256",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Dec 08 03:23:02 +0000 2016",NA,NA,"en",17,FALSE,"San Mateo, CA","794414550","Human connections, roads less traveled, and innovative food and beverage concepts.  Family, friends, and fun adventures!",TRUE,"Fri Aug 31 18:31:32 +0000 2012",929,446,845,FALSE,NA,"Doug Koob",NA,"en",NA,2148,"dougkoob","US","United States","poi","Kerry Park",NA,NA,47.629418,-122.35994,NA,NA,NA,NA
"112115","Working in December must be stopped, its so hard to woke up in the morning &amp; the body's generally tired now. Good morning all hardworkers.",0,FALSE,FALSE,"806700625379659780",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:23:11 +0000 2016",NA,NA,"en",2,FALSE,"Johannesburg","2275042407","Law abiding South African citizen who doesn't appreciate nonsense & love beautiful things in life.",TRUE,"Sat Jan 11 15:45:18 +0000 2014",1872,105,394,FALSE,"http://www.promogifts.co.za/siga7","SiphoN",NA,"en",NA,251,"Siga_Sixty","ZA","South Africa","city","Roodepoort, South Africa",NA,NA,-26.1427115,27.8742925,NA,NA,NA,NA
"112119","@RutvikSubhedar  good morning <U+263A><U+FE0F>",0,FALSE,FALSE,"806700632744685568","RutvikSubhedar","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Thu Dec 08 03:23:13 +0000 2016","806685855477743616","2848684470","en",43,FALSE,"NEW DELHI","2984416891","Ex.RBI OFFICER.....DIE HARD CONGRESS WALI...GREAT GREAT FAN OF INDIRA GANDHI AND NOW PRIYANKA   NO DM PL A REQUEST..",TRUE,"Thu Jan 15 17:09:17 +0000 2015",47247,3591,44678,FALSE,NA,"ashagawri 1",NA,"en",NA,1197,"ashagawri1","IN","India","city","New Delhi, India",NA,NA,28.6384895,77.095086,NA,NA,NA,NA
"112160","@Luqmanalhkm good morning boyfriend <U+2764><U+FE0F>",0,FALSE,FALSE,"806701028120743936","Luqmanalhkm","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Dec 08 03:24:47 +0000 2016","806673719397531648","822717590","en",3,FALSE,NA,"429960627","ig/sc: shazlinfaizal",TRUE,"Tue Dec 06 16:08:34 +0000 2011",58558,2596,685,FALSE,NA,"kylinn","Kuala Lumpur","en",28800,617,"ShzlinFzal","JP","Japan","city","Otaru-shi, Hokkaido",NA,NA,43.1503295,141.0685935,NA,NA,NA,NA
"112163","#Good Morning All Friends",0,FALSE,FALSE,"806701034978492416",NA,"<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Dec 08 03:24:49 +0000 2016",NA,NA,"en",2,FALSE,"India","960085848","wildlife photographer,computer expert,reading books,playing cricket,etc...",TRUE,"Tue Nov 20 09:15:00 +0000 2012",1091,89,58,FALSE,NA,"parth_vyas1771",NA,"en",NA,578,"parthvyas10","IN","India","city","Daskroi, India",NA,NA,22.980927,72.636678,NA,NA,NA,NA
"112189","#AkalisForPunjab #IndiaDefeatsBlackMoney #Donate2AAPGujarat Hii guys, Good morning",0,FALSE,FALSE,"806701082378465280",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:25:00 +0000 2016",NA,NA,"en",8,FALSE,"jaunpur, uttar Pradesh, India","804590330","Student (PG), being human & Diet Hard Fan Of #SalmanKhan & #NarendraModi",TRUE,"Wed Sep 05 13:20:00 +0000 2012",2649,943,53,FALSE,NA,"Thakur Gaurav Singh",NA,"en",NA,1412,"gauravs34084203","IN","India","city","Jaunpur, India",NA,NA,25.769091,82.6365755,25.7708881,82.5014211,NA,NA
"112195","Good morning #Riyadh! Sun will rise in 30 minutes (local time 06:25) #Sunrise #Photo #Photography [08.12.2016]",0,FALSE,FALSE,"806701088636358660",NA,"<a href=""http://www.twitter.com/photoschedule"" rel=""nofollow"">Photo Schedule Tweeter</a>",FALSE,"Thu Dec 08 03:25:01 +0000 2016",NA,NA,"en",181,FALSE,"Finland","4567387397","We bring up sunrise and sunset around the world so you can get your camera ready or just enjoy the view. Fixed and Updated 03/2016 :). Developed by @TheOwlkeep",TRUE,"Tue Dec 22 11:53:15 +0000 2015",288335,142,0,FALSE,"http://www.owlkeep.com","PhotoSchedule","Midway Island","en",-39600,4,"PhotoSchedule","SA","Kingdom of Saudi Arabia","city","Riyadh, Kingdom of Saudi Arabia",NA,NA,24.7219435,46.685077,24.63333,46.71667,NA,NA
"112199","@Aneela_7 good morning <U+263A><U+FE0F> have a lovely day https://t.co/LkI39fQ3qW",0,FALSE,FALSE,"806701094642413568","Aneela_7","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Thu Dec 08 03:25:03 +0000 2016",NA,"1344536893","en",43,FALSE,"NEW DELHI","2984416891","Ex.RBI OFFICER.....DIE HARD CONGRESS WALI...GREAT GREAT FAN OF INDIRA GANDHI AND NOW PRIYANKA   NO DM PL A REQUEST..",TRUE,"Thu Jan 15 17:09:17 +0000 2015",47250,3592,44679,FALSE,NA,"ashagawri 1",NA,"en",NA,1197,"ashagawri1","IN","India","city","New Delhi, India",NA,NA,28.6384895,77.095086,NA,NA,NA,NA
"112209","Good morning, Riyadh! :) #Sunrise 06:25, noon 11:45, sunset 17:05 AST (UTC+3), December 8. Day length: 10h 39m.",0,FALSE,FALSE,"806701103761002498",NA,"<a href=""http://enotty.dk/"" rel=""nofollow"">cipni</a>",FALSE,"Thu Dec 08 03:25:05 +0000 2016",NA,NA,"en",182,FALSE,"World","215292728","Omnem hominem præcessit sol tempore, ergo sol præcessit omnem hominem tempore | NXT tip jar: NXT-TFTF-UQBX-5FPV-CRF2M",TRUE,"Sat Nov 13 14:46:18 +0000 2010",207794,859,2,FALSE,"https://twitter.com/soltempore","Sol Tempore","UTC","en",0,4,"soltempore","SA","Kingdom of Saudi Arabia","city","Riyadh, Kingdom of Saudi Arabia",NA,NA,24.7219435,46.685077,24.688,46.7224,NA,NA
"112216","@tweetfromRaghu good morning raghu sir",0,FALSE,FALSE,"806701120332566529","tweetfromRaghu","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:25:09 +0000 2016",NA,"381674024","en",4,FALSE,NA,"3293037596",NA,TRUE,"Sat Jul 25 15:54:27 +0000 2015",4632,47,6425,FALSE,NA,"bhuvana bon's",NA,"en",NA,39,"bittlubhuvana","IN","India","city","Rajendra Nagar, India",NA,NA,17.3950375,78.3852855,NA,NA,NA,NA
"112219","@WwwSunitapareek Loser's<ed><U+00A0><U+00BD><ed><U+00B8><U+00A5> let it happen!!<ed><U+00A0><U+00BD><ed><U+00B9><U+0084>

Winners<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> make it happen!! <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>

Good Morning <ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",0,FALSE,FALSE,"806701124984053760","WwwSunitapareek","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:25:10 +0000 2016",NA,"2841621572","en",123,FALSE,"mumbai & delhi ","416912120","BJP supporter and NAMO follower.PM Narendra Modi follows me on Twitter.
Bharat Mata ki jai...Jai Hind ..Vande Matram",TRUE,"Sun Nov 20 08:57:21 +0000 2011",423819,29577,165463,FALSE,NA,"Harbir Singh Suri","Chennai","en",19800,1164,"HarbirSinghSuri","IN","India","city","Raipur, India",NA,NA,21.2814035,81.8644645,NA,NA,NA,NA
"112233","@kirurulz Very good morning Padosan",0,FALSE,FALSE,"806701157028503552","kirurulz","<a href=""http://twitter.com/download/iphone"" rel=""nofollow"">Twitter for iPhone</a>",FALSE,"Thu Dec 08 03:25:18 +0000 2016","806671777145290752","158254460","en",24,FALSE,"NOIDeA / Gwalior","600957692","<U+092E><U+0947><U+0930><U+0940> <U+0906><U+0901><U+0916><U+094B><U+0902> <U+0915><U+0947> <U+091C><U+093E><U+0926><U+0941> <U+0938><U+0947> <U+0905><U+092D><U+0940> <U+0924><U+0941><U+092E> <U+0915><U+0939><U+093E> <U+0935><U+093E><U+0915><U+093F><U+092B> <U+0939><U+094B> , <U+0939><U+092E> <U+0909><U+0938><U+0947> <U+092D><U+0940> <U+091C><U+0940><U+0928><U+093E> <U+0938><U+093F><U+0916><U+093E> <U+0926><U+0947><U+0924><U+0947> <U+0939><U+0948><U+0902> <U+091C><U+093F><U+0938><U+0947> <U+092E><U+0930><U+0928><U+0947> <U+0915><U+093E> <U+0936><U+094C><U+0915> <U+0939><U+094B><U+0964>",TRUE,"Wed Jun 06 13:12:37 +0000 2012",27649,1709,9361,FALSE,"http://google.com","<U+2728>Himanshu","New Delhi","en",19800,852,"ihimanshu_","IN","India","city","Ghaziabad, India",NA,NA,28.773568,77.4233395,NA,NA,NA,NA
"112250","@Sunita_Says_ Loser's<ed><U+00A0><U+00BD><ed><U+00B8><U+00A5> let it happen!!<ed><U+00A0><U+00BD><ed><U+00B9><U+0084>

Winners<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> make it happen!! <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>

Good Morning <ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",0,FALSE,FALSE,"806701209255956480","Sunita_Says_","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:25:30 +0000 2016",NA,"2510147204","en",123,FALSE,"mumbai & delhi ","416912120","BJP supporter and NAMO follower.PM Narendra Modi follows me on Twitter.
Bharat Mata ki jai...Jai Hind ..Vande Matram",TRUE,"Sun Nov 20 08:57:21 +0000 2011",423820,29577,165463,FALSE,NA,"Harbir Singh Suri","Chennai","en",19800,1164,"HarbirSinghSuri","IN","India","city","Raipur, India",NA,NA,21.2814035,81.8644645,NA,NA,NA,NA
"112260","Good morning <ed><U+00A0><U+00BD><ed><U+00B8><U+008D>",0,FALSE,FALSE,"806701222241636352",NA,"<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:25:33 +0000 2016",NA,NA,"en",0,FALSE,"chennai","1085896370","Hi",TRUE,"Sun Jan 13 12:02:13 +0000 2013",37,21,19,FALSE,NA,"kanbuips",NA,"en",NA,203,"kanbuips","IN","India","neighborhood","Maraimalai Nagar, Tamil Nadu",NA,NA,12.7889145,80.0254125,NA,NA,NA,NA
"112278","Good Morning! Systematically capturing and tracking the improvement ideas is very basic to continuous improvement.… https://t.co/gP7RVaQFo0",0,FALSE,TRUE,"806701245184417792",NA,"<a href=""http://twitter.com"" rel=""nofollow"">Twitter Web Client</a>",FALSE,"Thu Dec 08 03:25:39 +0000 2016",NA,NA,"en",50,FALSE,"Bangalore","321971434","Creating World-class Companies and Exceptional Leaders by offering services for achieving sustainable profitable growth to businesses as well as individuals.",TRUE,"Wed Jun 22 12:44:06 +0000 2011",838,561,41,FALSE,"http://www.samuthana.com","Dinakar Samuthána","New Delhi","en",19800,539,"Samuthana","IN","India","city","Bengaluru, India",NA,NA,13.075209,77.5564225,NA,NA,"https://twitter.com/e_xov/status/806198175564464128","https://t.co/gP7RVaQFo0"
"112292","@imdshas Loser's<ed><U+00A0><U+00BD><ed><U+00B8><U+00A5> let it happen!!<ed><U+00A0><U+00BD><ed><U+00B9><U+0084>

Winners<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> make it happen!! <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>

Good Morning <ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",0,FALSE,FALSE,"806701274196389888","imdshas","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:25:46 +0000 2016",NA,"270702301","en",123,FALSE,"mumbai & delhi ","416912120","BJP supporter and NAMO follower.PM Narendra Modi follows me on Twitter.
Bharat Mata ki jai...Jai Hind ..Vande Matram",TRUE,"Sun Nov 20 08:57:21 +0000 2011",423821,29577,165463,FALSE,NA,"Harbir Singh Suri","Chennai","en",19800,1164,"HarbirSinghSuri","IN","India","city","Raipur, India",NA,NA,21.2814035,81.8644645,NA,NA,NA,NA
"112320","@212270Haruto Good morning. Gorgeous picture.",0,FALSE,FALSE,"806701312721166336","212270Haruto","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:25:55 +0000 2016","794332517360750592","3900482844","en",6,FALSE,"Estevan,  Sask.","2450251500","Works at Hirsch Construction, retired but still enjoys working. Weather, scenic pictures and football are favorites.",TRUE,"Thu Apr 17 18:52:34 +0000 2014",6788,2009,31401,FALSE,NA,"William Crouse",NA,"en",NA,3987,"CrouseGraham","CA","Canada","city","Estevan, Saskatchewan",NA,NA,49.139437,-102.9859185,NA,NA,NA,NA
"112327","@latas951 Loser's<ed><U+00A0><U+00BD><ed><U+00B8><U+00A5> let it happen!!<ed><U+00A0><U+00BD><ed><U+00B9><U+0084>

Winners<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> make it happen!! <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>

Good Morning <ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",0,FALSE,FALSE,"806701331150843904","latas951","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:25:59 +0000 2016",NA,"1097059442","en",123,FALSE,"mumbai & delhi ","416912120","BJP supporter and NAMO follower.PM Narendra Modi follows me on Twitter.
Bharat Mata ki jai...Jai Hind ..Vande Matram",TRUE,"Sun Nov 20 08:57:21 +0000 2011",423822,29577,165463,FALSE,NA,"Harbir Singh Suri","Chennai","en",19800,1164,"HarbirSinghSuri","IN","India","city","Raipur, India",NA,NA,21.2814035,81.8644645,NA,NA,NA,NA
"112360","@RutvikSubhedar very good morning <U+263A><U+FE0F>",0,FALSE,FALSE,"806701388642197504","RutvikSubhedar","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Thu Dec 08 03:26:13 +0000 2016","806700798247735297","2848684470","en",43,FALSE,"NEW DELHI","2984416891","Ex.RBI OFFICER.....DIE HARD CONGRESS WALI...GREAT GREAT FAN OF INDIRA GANDHI AND NOW PRIYANKA   NO DM PL A REQUEST..",TRUE,"Thu Jan 15 17:09:17 +0000 2015",47255,3592,44683,FALSE,NA,"ashagawri 1",NA,"en",NA,1197,"ashagawri1","IN","India","city","New Delhi, India",NA,NA,28.6384895,77.095086,NA,NA,NA,NA
"112383","@rekhaposval Loser's<ed><U+00A0><U+00BD><ed><U+00B8><U+00A5> let it happen!!<ed><U+00A0><U+00BD><ed><U+00B9><U+0084>

Winners<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> make it happen!! <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>

Good Morning <ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB> https://t.co/IbYDpcN9y8",0,FALSE,FALSE,"806701436792778752","rekhaposval","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:26:24 +0000 2016",NA,"712254369421529088","en",123,FALSE,"mumbai & delhi ","416912120","BJP supporter and NAMO follower.PM Narendra Modi follows me on Twitter.
Bharat Mata ki jai...Jai Hind ..Vande Matram",TRUE,"Sun Nov 20 08:57:21 +0000 2011",423823,29577,165463,FALSE,NA,"Harbir Singh Suri","Chennai","en",19800,1164,"HarbirSinghSuri","IN","India","city","Raipur, India",NA,NA,21.2814035,81.8644645,NA,NA,NA,NA
"112442","@samarjeet_n Loser's<ed><U+00A0><U+00BD><ed><U+00B8><U+00A5> let it happen!!<ed><U+00A0><U+00BD><ed><U+00B9><U+0084>

Winners<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> make it happen!! <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>

Good Morning <ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",0,FALSE,FALSE,"806701534780108804","samarjeet_n","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:26:48 +0000 2016",NA,"100272410","en",123,FALSE,"mumbai & delhi ","416912120","BJP supporter and NAMO follower.PM Narendra Modi follows me on Twitter.
Bharat Mata ki jai...Jai Hind ..Vande Matram",TRUE,"Sun Nov 20 08:57:21 +0000 2011",423825,29577,165464,FALSE,NA,"Harbir Singh Suri","Chennai","en",19800,1164,"HarbirSinghSuri","IN","India","city","Raipur, India",NA,NA,21.2814035,81.8644645,NA,NA,NA,NA
"112445","@bishnoikuldeep good morning Sir",0,FALSE,FALSE,"806701539175890945","bishnoikuldeep","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:26:49 +0000 2016","806681285334732800","132434838","en",3,FALSE,"Mandi adampur Hisar, India","746557341596794880","Male",TRUE,"Sat Jun 25 04:15:15 +0000 2016",654,25,926,FALSE,NA,"Sushil Rahar",NA,"en",NA,36,"rahar_sushil","IN","India","city","Adampur, India",NA,NA,29.283323,75.472573,NA,NA,NA,NA
"112466","@Rajivbakshi52 @kumarisuhani055 @fisheyedmeena @TaniaPalijo @vemswriter @VTanriover @Chetna1806 @seriousfunnyguy @LALPUSHP good morning <U+263A><U+FE0F>",0,FALSE,FALSE,"806701585233428481","Rajivbakshi52","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Thu Dec 08 03:27:00 +0000 2016","806665156407214080","325089716","en",43,FALSE,"NEW DELHI","2984416891","Ex.RBI OFFICER.....DIE HARD CONGRESS WALI...GREAT GREAT FAN OF INDIRA GANDHI AND NOW PRIYANKA   NO DM PL A REQUEST..",TRUE,"Thu Jan 15 17:09:17 +0000 2015",47257,3592,44684,FALSE,NA,"ashagawri 1",NA,"en",NA,1197,"ashagawri1","IN","India","city","New Delhi, India",NA,NA,28.6384895,77.095086,NA,NA,NA,NA
"112468","@SashiSimhan Loser's<ed><U+00A0><U+00BD><ed><U+00B8><U+00A5> let it happen!!<ed><U+00A0><U+00BD><ed><U+00B9><U+0084>

Winners<ed><U+00A0><U+00BD><ed><U+00B8><U+008E> make it happen!! <ed><U+00A0><U+00BE><ed><U+00B4><U+0097>

Good Morning <ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB><ed><U+00A0><U+00BC><ed><U+00BC><U+009E><ed><U+00A0><U+00BD><ed><U+00B9><U+008F><ed><U+00A0><U+00BC><ed><U+00BF><U+00BB>",0,FALSE,FALSE,"806701586865004545","SashiSimhan","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:27:00 +0000 2016",NA,"949167829","en",123,FALSE,"mumbai & delhi ","416912120","BJP supporter and NAMO follower.PM Narendra Modi follows me on Twitter.
Bharat Mata ki jai...Jai Hind ..Vande Matram",TRUE,"Sun Nov 20 08:57:21 +0000 2011",423826,29576,165464,FALSE,NA,"Harbir Singh Suri","Chennai","en",19800,1164,"HarbirSinghSuri","IN","India","city","Raipur, India",NA,NA,21.2814035,81.8644645,NA,NA,NA,NA
"112522","Good morning <ed><U+00A0><U+00BD><ed><U+00B8><U+008A> #pinkislove #cutiecutie #lovelovelove @ Antik (Ingat… https://t.co/ymCxeROCyc",0,FALSE,FALSE,"806701686425124864",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Dec 08 03:27:24 +0000 2016",NA,NA,"en",0,FALSE,"City of Bacoor, Cavite","99716918","insecurity is an emotional disease! so get well soon.",TRUE,"Sun Dec 27 14:25:58 +0000 2009",226,32,108,FALSE,NA,"Dhen Angeles Ordonez",NA,"en",NA,362,"therealdhen","PH","Republic of the Philippines","city","Bacoor, Calabarzon",NA,NA,14.4304565,120.9695015,14.46108374,120.94130757,"https://twitter.com/i/web/status/806486469506306048","https://t.co/ymCxeROCyc"
"112531","@s_szama  good morning <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BC><ed><U+00BC><U+00B9>",0,FALSE,FALSE,"806701701793128448","s_szama","<a href=""http://twitter.com/#!/download/ipad"" rel=""nofollow"">Twitter for iPad</a>",FALSE,"Thu Dec 08 03:27:28 +0000 2016","806652520512647168","356148473","en",43,FALSE,"NEW DELHI","2984416891","Ex.RBI OFFICER.....DIE HARD CONGRESS WALI...GREAT GREAT FAN OF INDIRA GANDHI AND NOW PRIYANKA   NO DM PL A REQUEST..",TRUE,"Thu Jan 15 17:09:17 +0000 2015",47259,3592,44685,FALSE,NA,"ashagawri 1",NA,"en",NA,1197,"ashagawri1","IN","India","city","New Delhi, India",NA,NA,28.6384895,77.095086,NA,NA,NA,NA
"112538","Good morning #Thursday <ed><U+00A0><U+00BD><ed><U+00B9><U+008F> Breakfast time <ed><U+00A0><U+00BD><ed><U+00B8><U+008D> Prepared by me bas thoda namak kam reh gay <ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C><ed><U+00A0><U+00BD><ed><U+00B8><U+009C> For… https://t.co/F6dkTqBfQM",0,FALSE,FALSE,"806701720017453057",NA,"<a href=""http://instagram.com"" rel=""nofollow"">Instagram</a>",FALSE,"Thu Dec 08 03:27:32 +0000 2016",NA,NA,"en",7,FALSE,"New Delhi, India","745162965435850753","Follow #BhookaSaand for best food and places to eat! #FoodBlog #RestaurantReview #FoodTips Email: bhooka.saand@gmail.com",TRUE,"Tue Jun 21 07:54:30 +0000 2016",215,46,66,FALSE,"http://bhookasaand.com","Bhooka Saand",NA,"en",NA,99,"BhookaSaand","IN","India","city","New Delhi, India",NA,NA,28.6384895,77.095086,28.6139,77.2089,"https://twitter.com/i/web/status/806486484672974848","https://t.co/F6dkTqBfQM"
"112539","@pepitadeolivos @spevlor <ed><U+00A0><U+00BC><ed><U+00BC><U+00B9><ed><U+00A0><U+00BD><ed><U+00B2><U+00A7><ed><U+00A0><U+00BC><ed><U+00BC><U+0084>
<ed><U+00A0><U+00BC><ed><U+00BD><U+0081><ed><U+00A0><U+00BC><ed><U+00BD><U+0080><ed><U+00A0><U+00BC><ed><U+00BD><U+0083><ed><U+00A0><U+00BD><ed><U+00B0><U+0099><U+2753>Good Morning<ed><U+00A0><U+00BD><ed><U+00B9><U+008B><ed><U+00A0><U+00BD><ed><U+00B8><U+008F> https://t.co/ZYUx8dwGK9",0,FALSE,FALSE,"806701717832302593","pepitadeolivos","<a href=""http://twitter.com/download/android"" rel=""nofollow"">Twitter for Android</a>",FALSE,"Thu Dec 08 03:27:31 +0000 2016","806250789769461760","3471278056","en",15,FALSE,"Mugla, Türkiye","3684901401","mimar & evli & Samsun & KTÜ &&& MKA",TRUE,"Thu Sep 17 11:01:52 +0000 2015",12873,1244,23929,FALSE,NA,"mine onat",NA,"tr",NA,998,"amineonat","TR","Türkiye","city","Ortaca, Türkiye",NA,NA,36.8402375,28.7492585,NA,NA,NA,NA
